Year,Quarter,Decade,Month,Day,Effective Federal Funds Rate,Unemployment Rate,Inflation Rate (CPI-U),Crude Oil Spot Price,Consumer Sentiment Index (100 = 1966Q1),Real GDP (Billions of chained 2012 dollars),Thousands of New Housing Building Permits,Home Price Index (100 = Jan 2000),Nasdaq 100 Index,Recession Indicator (1 = recession),CPI-U Index (1970Q1 = 100)
1970,1,1970,1,1,9.38,3.9,6.2,3.35,78.1,4939.759,1062,,,1,100
1970,1,1970,2,1,8.5,4.2,6.4,3.35,78.1,4939.759,1118,,,1,100.5
1970,1,1970,3,1,7.5,4.4,6.1,3.35,78.1,4939.759,1132,,,1,101.1
1970,2,1970,4,1,8.5,4.6,6.1,3.35,75.4,4946.77,1224,,,1,101.6
1970,2,1970,5,1,7.88,4.8,6,3.35,75.4,4946.77,1328,,,1,101.8
1970,2,1970,6,1,5.75,4.9,6,3.35,75.4,4946.77,1322,,,1,102.4
1970,3,1970,7,1,6.75,5,5.7,3.31,77.6,4992.357,1324,,,1,102.6
1970,3,1970,8,1,6.5,5.1,5.7,3.31,77.6,4992.357,1394,,,1,102.9
1970,3,1970,9,1,5,5.4,5.7,3.31,77.6,4992.357,1426,,,1,103.4
1970,4,1970,10,1,6.13,5.5,5.6,3.31,72.4,4938.857,1564,,,1,104
1970,4,1970,11,1,5.5,5.9,5.6,3.31,72.4,4938.857,1502,,,1,104.5
1970,4,1970,12,1,3,6.1,5.6,3.56,72.4,4938.857,1767,,,1,105
1971,1,1970,1,1,4,5.9,5.3,3.56,78.1,5072.996,1643,,,0,105.3
1971,1,1970,2,1,3.38,5.9,4.7,3.56,78.1,5072.996,1588,,,0,105.3
1971,1,1970,3,1,4.5,6,4.4,3.56,78.1,5072.996,1759,,,0,105.5
1971,2,1970,4,1,4.25,5.9,4.2,3.56,80.2,5100.447,1745,,,0,105.8
1971,2,1970,5,1,4.88,5.9,4.4,3.56,80.2,5100.447,1972,,,0,106.3
1971,2,1970,6,1,4.75,5.9,4.4,3.56,80.2,5100.447,1903,,,0,106.9
1971,3,1970,7,1,5.5,6,4.4,3.56,82.1,5142.422,2069,,,0,107.1
1971,3,1970,8,1,5.75,6.1,4.4,3.56,82.1,5142.422,2004,,,0,107.4
1971,3,1970,9,1,5.38,6,4.1,3.56,82.1,5142.422,1996,,,0,107.7
1971,4,1970,10,1,5.13,5.8,3.8,3.56,82,5154.547,2026,,,0,107.9
1971,4,1970,11,1,4.25,6,3.5,3.56,82,5154.547,2079,,,0,108.2
1971,4,1970,12,1,3,6,3.3,3.56,82,5154.547,2133,,,0,108.4
1972,1,1970,1,1,3.13,5.8,3.3,3.56,92.8,5249.337,2238,,,0,108.7
1972,1,1970,2,1,3.25,5.7,3.8,3.56,92.8,5249.337,2169,,,0,109.2
1972,1,1970,3,1,4,5.8,3.5,3.56,92.8,5249.337,2105,,,0,109.2
1972,2,1970,4,1,4.31,5.7,3.5,3.56,88.6,5368.485,2139,,,0,109.5
1972,2,1970,5,1,4.75,5.7,3.2,3.56,88.6,5368.485,2067,,,0,109.8
1972,2,1970,6,1,4.5,5.7,3,3.56,88.6,5368.485,2183,,,0,110
1972,3,1970,7,1,4.5,5.6,3,3.56,95.2,5419.184,2195,,,0,110.3
1972,3,1970,8,1,5.13,5.6,2.9,3.56,95.2,5419.184,2263,,,0,110.6
1972,3,1970,9,1,4.88,5.5,3.2,3.56,95.2,5419.184,2393,,,0,111.1
1972,4,1970,10,1,4.88,5.6,3.2,3.56,90.7,5509.926,2354,,,0,111.3
1972,4,1970,11,1,5.19,5.3,3.4,3.56,90.7,5509.926,2234,,,0,111.9
1972,4,1970,12,1,5.5,5.2,3.4,3.56,90.7,5509.926,2419,,,0,112.1
1973,1,1970,1,1,6.5,4.9,3.6,3.56,81.9,5646.286,2271,,,0,112.7
1973,1,1970,2,1,7.5,5,3.9,3.56,81.9,5646.286,2226,,,0,113.5
1973,1,1970,3,1,7.38,4.9,4.8,3.56,81.9,5646.286,2062,,,0,114.5
1973,2,1970,4,1,7.63,5,5.3,3.56,77,5707.755,1908,,,0,115.3
1973,2,1970,5,1,8.13,4.9,5.5,3.56,77,5707.755,1931,,,0,115.8
1973,2,1970,6,1,8.88,4.9,6,3.56,77,5707.755,2051,,,0,116.6
1973,3,1970,7,1,11.22,4.8,5.7,3.56,72,5677.738,1819,,,0,116.6
1973,3,1970,8,1,11.22,4.8,7.4,4.31,72,5677.738,1809,,,0,118.7
1973,3,1970,9,1,10.82,4.8,7.4,4.31,72,5677.738,1704,,,0,119.3
1973,4,1970,10,1,10.61,4.6,8.1,4.31,76.5,5731.632,1411,,,0,120.3
1973,4,1970,11,1,10.34,4.8,8.3,4.31,76.5,5731.632,1402,,,0,121.1
1973,4,1970,12,1,9.83,4.9,8.9,4.31,76.5,5731.632,1288,,,0,122.2
1974,1,1970,1,1,9.31,5.1,9.6,10.11,61.8,5682.353,1331,,,1,123.5
1974,1,1970,2,1,8.87,5.2,10,10.11,61.8,5682.353,1360,,,1,124.8
1974,1,1970,3,1,9.95,5.1,10.1,10.11,61.8,5682.353,1440,,,1,126.1
1974,2,1970,4,1,11,5.1,10.1,10.11,72.1,5695.859,1254,,,1,126.9
1974,2,1970,5,1,11.64,5.1,10.7,10.11,72.1,5695.859,1138,,,1,128.2
1974,2,1970,6,1,13.31,5.4,10.9,10.11,72.1,5695.859,1086,,,1,129.3
1974,3,1970,7,1,12.06,5.5,11.5,10.11,64.4,5642.025,1002,,,1,130.1
1974,3,1970,8,1,11.6,5.5,10.9,10.11,64.4,5642.025,917,,,1,131.7
1974,3,1970,9,1,11.11,5.9,11.9,10.11,64.4,5642.025,840,,,1,133.5
1974,4,1970,10,1,9.66,6,11.8,11.16,59.5,5620.126,824,,,1,134.6
1974,4,1970,11,1,9.47,6.6,12.2,11.16,59.5,5620.126,783,,,1,135.9
1974,4,1970,12,1,3.87,7.2,12.1,11.16,59.5,5620.126,869,,,1,136.9
1975,1,1970,1,1,6.76,8.1,11.8,11.16,57.6,5551.713,726,,,1,138
1975,1,1970,2,1,6.07,8.1,11.2,11.16,57.6,5551.713,729,,,1,138.8
1975,1,1970,3,1,5.39,8.6,10.5,11.16,57.6,5551.713,709,,,1,139.3
1975,2,1970,4,1,7.03,8.8,10.2,11.16,72.8,5591.382,866,,,0,139.8
1975,2,1970,5,1,5.23,9,9.3,11.16,72.8,5591.382,914,,,0,140.1
1975,2,1970,6,1,5.97,8.8,9.2,11.16,72.8,5591.382,946,,,0,141.2
1975,3,1970,7,1,6.23,8.6,9.5,11.16,75.7,5687.087,1020,,,0,142.5
1975,3,1970,8,1,6.13,8.4,8.6,11.16,75.7,5687.087,994,,,0,143
1975,3,1970,9,1,6.22,8.4,7.9,11.16,75.7,5687.087,1064,,,0,144.1
1975,4,1970,10,1,5.65,8.4,7.6,11.16,75.6,5763.665,1096,,,0,144.9
1975,4,1970,11,1,5.29,8.3,7.4,11.16,75.6,5763.665,1110,,,0,145.9
1975,4,1970,12,1,5.37,8.2,7.1,11.16,75.6,5763.665,1091,,,0,146.7
1976,1,1970,1,1,4.84,7.9,6.7,11.16,84.6,5893.276,1195,,,0,147.2
1976,1,1970,2,1,4.89,7.7,6.3,12.03,84.6,5893.276,1190,,,0,147.5
1976,1,1970,3,1,5.07,7.6,6.1,12.1,84.6,5893.276,1164,,,0,147.8
1976,2,1970,4,1,5.1,7.7,5.8,12.17,83.3,5936.515,1132,,,0,148
1976,2,1970,5,1,5.67,7.4,6.2,12.17,83.3,5936.515,1194,,,0,148.8
1976,2,1970,6,1,5.71,7.6,6,12.17,83.3,5936.515,1188,,,0,149.6
1976,3,1970,7,1,5.32,7.8,5.6,12.17,89.7,5969.089,1245,,,0,150.4
1976,3,1970,8,1,5.31,7.8,5.7,12.17,89.7,5969.089,1309,,,0,151.2
1976,3,1970,9,1,5.31,7.6,5.5,13.9,89.7,5969.089,1481,,,0,152
1976,4,1970,10,1,5.02,7.7,5.5,13.9,87,6012.356,1425,,,0,152.8
1976,4,1970,11,1,4.69,7.8,5.1,13.9,87,6012.356,1531,,,0,153.3
1976,4,1970,12,1,4.17,7.8,5,13.9,87,6012.356,1511,,,0,154.1
1977,1,1970,1,1,4.65,7.5,5.2,13.9,87.1,6083.391,1466,,,0,154.9
1977,1,1970,2,1,4.73,7.6,6.1,13.9,87.1,6083.391,1560,,,0,156.5
1977,1,1970,3,1,4.72,7.4,6.4,13.9,87.1,6083.391,1660,,,0,157.3
1977,2,1970,4,1,5.12,7.2,7,13.9,90.2,6201.659,1660,,,0,158.3
1977,2,1970,5,1,5.47,7,6.7,13.9,90.2,6201.659,1668,,,0,158.8
1977,2,1970,6,1,5.64,7.2,6.7,13.9,90.2,6201.659,1752,,,0,159.6
1977,3,1970,7,1,5.86,6.9,6.7,13.9,89,6313.559,1687,,,0,160.4
1977,3,1970,8,1,6.03,7,6.6,14.85,89,6313.559,1780,,,0,161.2
1977,3,1970,9,1,6.46,6.8,6.4,14.85,89,6313.559,1674,,,0,161.7
1977,4,1970,10,1,6.6,6.8,6.4,14.85,84.4,6313.697,1758,,,0,162.5
1977,4,1970,11,1,6.56,6.8,6.7,14.85,84.4,6313.697,1771,,,0,163.6
1977,4,1970,12,1,6.53,6.4,6.7,14.85,84.4,6313.697,1754,,,0,164.4
1978,1,1970,1,1,6.79,6.4,6.8,14.85,83.7,6333.848,1740,,,0,165.4
1978,1,1970,2,1,6.83,6.3,6.2,14.85,84.3,6333.848,1736,,,0,166.2
1978,1,1970,3,1,6.97,6.3,6.4,14.85,78.8,6333.848,1799,,,0,167.3
1978,2,1970,4,1,7.25,6.1,6.5,14.85,81.6,6578.605,1948,,,0,168.6
1978,2,1970,5,1,7.43,6,7.1,14.85,82.9,6578.605,1766,,,0,170.2
1978,2,1970,6,1,8.01,5.9,7.4,14.85,80,6578.605,1983,,,0,171.5
1978,3,1970,7,1,8,6.2,7.7,14.85,82.4,6644.754,1786,,,0,172.8
1978,3,1970,8,1,8.4,5.9,7.9,14.85,78.4,6644.754,1691,,,0,173.9
1978,3,1970,9,1,8.9,6,8.5,14.85,80.4,6644.754,1751,,,0,175.5
1978,4,1970,10,1,9.35,5.8,8.9,14.85,79.3,6734.069,1781,,,0,177
1978,4,1970,11,1,9.94,5.9,8.9,14.85,75,6734.069,1795,,,0,178.1
1978,4,1970,12,1,10.84,6,9,14.85,66.1,6734.069,1818,,,0,179.2
1979,1,1970,1,1,10.57,5.9,9.3,14.85,72.1,6746.176,1461,,,0,180.7
1979,1,1970,2,1,10.24,5.9,9.8,15.85,73.9,6746.176,1492,,,0,182.6
1979,1,1970,3,1,10.07,5.8,10.3,15.85,68.4,6746.176,1720,,,0,184.4
1979,2,1970,4,1,10.43,5.8,10.5,15.85,66,6753.389,1597,,,0,186.3
1979,2,1970,5,1,10.31,5.6,10.7,18.1,68.1,6753.389,1684,,,0,188.4
1979,2,1970,6,1,10.54,5.7,11.1,19.1,65.8,6753.389,1640,,,0,190.5
1979,3,1970,7,1,10.81,5.7,11.5,21.75,60.4,6803.558,1534,,,0,192.6
1979,3,1970,8,1,11.29,6,11.8,26.5,64.5,6803.558,1591,,,0,194.5
1979,3,1970,9,1,12.16,5.9,11.9,28.5,66.7,6803.558,1638,,,0,196.3
1979,4,1970,10,1,14.82,6,12.1,29,62.1,6820.572,1481,,,0,198.4
1979,4,1970,11,1,13.96,5.9,12.6,31,63.3,6820.572,1276,,,0,200.5
1979,4,1970,12,1,14.77,6,13.3,32.5,61,6820.572,1254,,,0,202.9
1980,1,1980,1,1,13.4,6.3,13.9,32.5,67,6842.024,1280,,,0,205.8
1980,1,1980,2,1,16.33,6.3,14.2,37,66.9,6842.024,1199,,,1,208.4
1980,1,1980,3,1,19.85,6.3,14.6,38,56.5,6842.024,988,,,1,211.3
1980,2,1980,4,1,14.64,6.9,14.6,39.5,52.7,6701.046,808,,,1,213.5
1980,2,1980,5,1,11.06,7.5,14.4,39.5,51.7,6701.046,861,,,1,215.6
1980,2,1980,6,1,10.44,7.6,14.3,39.5,58.7,6701.046,1118,,,1,217.7
1980,3,1980,7,1,9.93,7.8,13.2,39.5,62.3,6693.082,1259,,,1,217.9
1980,3,1980,8,1,10.74,7.7,12.9,38,67.3,6693.082,1367,,,0,219.5
1980,3,1980,9,1,13.19,7.5,12.8,36,73.7,6693.082,1484,,,0,221.4
1980,4,1980,10,1,13.77,7.5,12.6,36,75,6817.903,1366,,,0,223.5
1980,4,1980,11,1,18.56,7.5,12.6,36,76.7,6817.903,1383,,,0,225.9
1980,4,1980,12,1,22,7.2,12.4,37,64.5,6817.903,1249,,,0,228
1981,1,1980,1,1,17.25,7.5,11.8,38,71.4,6951.495,1221,,,0,230.1
1981,1,1980,2,1,15.53,7.4,11.4,38,66.9,6951.495,1199,,,0,232.2
1981,1,1980,3,1,14.63,7.4,10.6,38,66.5,6951.495,1183,,,0,233.8
1981,2,1980,4,1,18.92,7.2,10.1,38,72.4,6899.98,1190,,,0,235.1
1981,2,1980,5,1,17.56,7.5,9.8,38,76.3,6899.98,1173,,,0,236.7
1981,2,1980,6,1,18.64,7.5,9.7,36,73.1,6899.98,976,,,0,238.8
1981,3,1980,7,1,17.46,7.2,10.8,36,74.1,6982.609,935,,,0,241.4
1981,3,1980,8,1,16.83,7.4,10.8,36,77.2,6982.609,889,,,1,243.3
1981,3,1980,9,1,16.58,7.6,11,36,73.1,6982.609,847,,,1,245.6
1981,4,1980,10,1,14.44,7.9,10.3,35,70.3,6906.529,731,,,1,246.4
1981,4,1980,11,1,12.44,8.3,9.6,36,62.5,6906.529,748,,,1,247.5
1981,4,1980,12,1,13.13,8.5,8.9,35,64.3,6906.529,796,,,1,248.3
1982,1,1980,1,1,14.21,8.6,8.3,33.85,71,6799.233,794,,,1,249.1
1982,1,1980,2,1,13.74,8.9,7.6,31.56,66.5,6799.233,808,,,1,249.9
1982,1,1980,3,1,16.8,9,6.9,28.48,62,6799.233,891,,,1,249.9
1982,2,1980,4,1,15.28,9.3,6.6,33.45,65.5,6830.251,888,,,1,250.7
1982,2,1980,5,1,13.38,9.4,6.9,35.93,67.5,6830.251,953,,,1,253
1982,2,1980,6,1,14.58,9.6,7.2,35.07,65.7,6830.251,913,,,1,255.9
1982,3,1980,7,1,11.41,9.8,6.6,34.16,65.4,6804.139,1044,,,1,257.3
1982,3,1980,8,1,10.63,9.8,6,33.95,65.4,6804.139,926,,,1,257.8
1982,3,1980,9,1,12.17,10.1,4.9,35.63,69.3,6804.139,1042,,,1,257.8
1982,4,1980,10,1,9.41,10.4,5,35.68,73.4,6806.857,1149,,,1,258.8
1982,4,1980,11,1,8.93,10.8,4.5,34.15,72.1,6806.857,1229,,,1,258.6
1982,4,1980,12,1,11.2,10.8,3.8,31.72,71.9,6806.857,1351,,,0,257.8
1983,1,1980,1,1,8.56,10.4,3.7,31.19,70.4,6896.561,1426,,,0,258.3
